UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
8108,9/2/2016 12:00:00 AM,02:15:08,2.79,50,30.42,75,173.9,6.75,22020,67020
8408,9/2/2016 12:00:00 AM,02:20:08,3.13,51,30.42,73,170.36,4.5,22020,67020
8703,9/2/2016 12:00:00 AM,02:25:03,3.06,51,30.43,73,163.03,6.75,22020,67020
9004,9/2/2016 12:00:00 AM,02:30:04,2.96,51,30.42,71,171.38,4.5,22020,67020
9304,9/2/2016 12:00:00 AM,02:35:04,2.75,51,30.42,71,127.22,2.25,22020,67020
9604,9/2/2016 12:00:00 AM,02:40:04,2.6,51,30.42,69,120.72,6.75,22020,67020
9909,9/2/2016 12:00:00 AM,02:45:09,2.64,52,30.42,69,127.12,3.37,22020,67020
10202,9/2/2016 12:00:00 AM,02:50:02,2.23,52,30.42,71,151.85,6.75,22020,67020
10503,9/2/2016 12:00:00 AM,02:55:03,2.3,51,30.42,70,155.58,3.37,22020,67020
10803,9/2/2016 12:00:00 AM,03:00:03,2.27,51,30.42,72,86.58,2.25,22020,67020
11105,9/2/2016 12:00:00 AM,03:05:05,2.65,51,30.42,71,136.05,2.25,22020,67020
11403,9/2/2016 12:00:00 AM,03:10:03,2.31,51,30.42,67,126.71,4.5,22020,67020
11702,9/2/2016 12:00:00 AM,03:15:02,2.45,51,30.42,71,120.21,4.5,22020,67020
12007,9/2/2016 12:00:00 AM,03:20:07,2.24,51,30.42,71,166.86,6.75,22020,67020
12309,9/2/2016 12:00:00 AM,03:25:09,2.29,50,30.42,72,162.44,7.87,22020,67020
12604,9/2/2016 12:00:00 AM,03:30:04,2.05,50,30.42,72,158.01,6.75,22020,67020
12904,9/2/2016 12:00:00 AM,03:35:04,2.13,50,30.42,70,141.8,2.25,22020,67020
13210,9/2/2016 12:00:00 AM,03:40:10,1.98,50,30.42,71,165.89,6.75,22020,67020
13505,9/2/2016 12:00:00 AM,03:45:05,2.17,50,30.42,71,157.64,6.75,22020,67020
13802,9/2/2016 12:00:00 AM,03:50:02,2.36,49,30.42,73,119.5,10.12,22020,67020
14105,9/2/2016 12:00:00 AM,03:55:05,2.9,49,30.42,70,158.87,4.5,22020,67020
14405,9/2/2016 12:00:00 AM,04:00:05,2.97,49,30.42,69,176.34,6.75,22020,67020
14706,9/2/2016 12:00:00 AM,04:05:06,2.55,48,30.43,68,165.72,6.75,22020,67020
15004,9/2/2016 12:00:00 AM,04:10:04,2.79,48,30.43,69,159.48,7.87,22020,67020
15304,9/2/2016 12:00:00 AM,04:15:04,2.5,48,30.43,67,149.74,6.75,22020,67020
15607,9/2/2016 12:00:00 AM,04:20:07,2.58,48,30.43,69,178.89,10.12,22020,67020
15918,9/2/2016 12:00:00 AM,04:25:18,2.44,48,30.43,66,156.75,6.75,22020,67020
16208,9/2/2016 12:00:00 AM,04:30:08,2.62,48,30.43,66,159.22,7.87,22020,67020
16508,9/2/2016 12:00:00 AM,04:35:08,2.13,47,30.43,66,145.25,6.75,22020,67020
16804,9/2/2016 12:00:00 AM,04:40:04,2.04,47,30.42,69,164.46,5.62,22020,67020
17102,9/2/2016 12:00:00 AM,04:45:02,2.19,47,30.42,71,160.28,7.87,22020,67020
17405,9/2/2016 12:00:00 AM,04:50:05,1.93,47,30.42,72,172.43,5.62,22020,67020
17705,9/2/2016 12:00:00 AM,04:55:05,1.78,47,30.42,72,166.92,6.75,22020,67020
18004,9/2/2016 12:00:00 AM,05:00:04,2.04,47,30.42,73,172.37,5.62,22020,67020
18305,9/2/2016 12:00:00 AM,05:05:05,2.42,47,30.42,75,167.28,5.62,22020,67020
18610,9/2/2016 12:00:00 AM,05:10:10,2.6,47,30.42,74,128.1,7.87,22020,67020
18908,9/2/2016 12:00:00 AM,05:15:08,2.5,47,30.43,71,124.99,6.75,22020,67020
19210,9/2/2016 12:00:00 AM,05:20:10,2.08,47,30.43,72,151.56,4.5,22020,67020
19506,9/2/2016 12:00:00 AM,05:25:06,2.48,47,30.43,72,148.75,5.62,22020,67020
19803,9/2/2016 12:00:00 AM,05:30:03,2.15,47,30.43,72,159.49,6.75,22020,67020
20110,9/2/2016 12:00:00 AM,05:35:10,2.02,47,30.43,71,190.48,5.62,22020,67020
20405,9/2/2016 12:00:00 AM,05:40:05,2.74,46,30.43,74,190.5,9.0,22020,67020
20706,9/2/2016 12:00:00 AM,05:45:06,2.45,46,30.43,75,176.86,7.87,22020,67020
21003,9/2/2016 12:00:00 AM,05:50:03,1.67,46,30.43,75,169.81,7.87,22020,67020
21304,9/2/2016 12:00:00 AM,05:55:04,1.92,47,30.43,76,166.18,6.75,22020,67020
21604,9/2/2016 12:00:00 AM,06:00:04,2.79,47,30.43,76,142.04,7.87,22020,67020
21904,9/2/2016 12:00:00 AM,06:05:04,5.27,47,30.44,77,186.84,7.87,22020,67020
22204,9/2/2016 12:00:00 AM,06:10:04,7.66,47,30.43,77,177.87,7.87,22020,67020
22507,9/2/2016 12:00:00 AM,06:15:07,10.84,47,30.44,77,167.78,6.75,22020,67020
22805,9/2/2016 12:00:00 AM,06:20:05,11.93,47,30.44,78,157.26,6.75,22020,67020
23111,9/2/2016 12:00:00 AM,06:25:11,14.63,47,30.44,78,169.52,6.75,22020,67020
23408,9/2/2016 12:00:00 AM,06:30:08,16.28,47,30.44,77,166.79,7.87,22020,67020
23706,9/2/2016 12:00:00 AM,06:35:06,17.99,48,30.44,72,162.79,7.87,22020,67020
24003,9/2/2016 12:00:00 AM,06:40:03,19.05,48,30.44,73,167.39,6.75,22020,67020
24308,9/2/2016 12:00:00 AM,06:45:08,20.16,48,30.44,71,165.46,6.75,22020,67020
24607,9/2/2016 12:00:00 AM,06:50:07,21.47,49,30.44,69,171.26,9.0,22020,67020
24903,9/2/2016 12:00:00 AM,06:55:03,133.58,50,30.44,67,184.3,4.5,22020,67020
25205,9/2/2016 12:00:00 AM,07:00:05,159.22,51,30.44,66,142.23,4.5,22020,67020
25509,9/2/2016 12:00:00 AM,07:05:09,186.75,52,30.44,66,150.95,6.75,22020,67020
25808,9/2/2016 12:00:00 AM,07:10:08,213.9,52,30.45,62,162.76,1.12,22020,67020
26103,9/2/2016 12:00:00 AM,07:15:03,241.23,54,30.45,60,162.19,3.37,22020,67020
26406,9/2/2016 12:00:00 AM,07:20:06,269.04,55,30.45,58,151.54,10.12,22020,67020
26705,9/2/2016 12:00:00 AM,07:25:05,293.73,55,30.45,58,163.78,4.5,22020,67020
27009,9/2/2016 12:00:00 AM,07:30:09,317.24,56,30.45,53,127.86,7.87,22020,67020
27305,9/2/2016 12:00:00 AM,07:35:05,338.35,57,30.45,48,124.77,2.25,22020,67020
27607,9/2/2016 12:00:00 AM,07:40:07,359.31,58,30.46,46,27.95,6.75,22020,67020
27906,9/2/2016 12:00:00 AM,07:45:06,381.17,58,30.45,47,99.45,4.5,22020,67020
28207,9/2/2016 12:00:00 AM,07:50:07,402.11,59,30.46,48,37.87,3.37,22020,67020
28504,9/2/2016 12:00:00 AM,07:55:04,423.15,59,30.46,41,68.26,5.62,22020,67020
28803,9/2/2016 12:00:00 AM,08:00:03,444.08,59,30.46,38,86.6,6.75,22020,67020
29105,9/2/2016 12:00:00 AM,08:05:05,463.3,60,30.46,34,73.94,1.12,22020,67020
29403,9/2/2016 12:00:00 AM,08:10:03,483.13,60,30.46,37,58.53,5.62,22020,67020
29703,9/2/2016 12:00:00 AM,08:15:03,503.77,61,30.46,35,115.44,2.25,22020,67020
30003,9/2/2016 12:00:00 AM,08:20:03,523.13,61,30.46,33,62.43,2.25,22020,67020
30302,9/2/2016 12:00:00 AM,08:25:02,543.59,62,30.46,29,243.49,0.0,22020,67020
30608,9/2/2016 12:00:00 AM,08:30:08,563.34,62,30.46,30,300.69,3.37,22020,67020
30905,9/2/2016 12:00:00 AM,08:35:05,581.47,63,30.46,29,36.2,4.5,22020,67020
31208,9/2/2016 12:00:00 AM,08:40:08,602.4,62,30.46,28,32.07,12.37,22020,67020
31805,9/2/2016 12:00:00 AM,08:50:05,637.19,62,30.46,29,29.84,5.62,22020,67020
32105,9/2/2016 12:00:00 AM,08:55:05,654.26,62,30.47,30,0.59,7.87,22020,67020
32406,9/2/2016 12:00:00 AM,09:00:06,671.97,62,30.47,31,45.12,6.75,22020,67020
32709,9/2/2016 12:00:00 AM,09:05:09,689.68,62,30.47,35,64.97,3.37,22020,67020
33007,9/2/2016 12:00:00 AM,09:10:07,707.95,62,30.47,38,336.95,5.62,22020,67020
33302,9/2/2016 12:00:00 AM,09:15:02,724.76,62,30.47,39,70.26,9.0,22020,67020
33608,9/2/2016 12:00:00 AM,09:20:08,742.18,62,30.47,34,65.19,4.5,22020,67020
33903,9/2/2016 12:00:00 AM,09:25:03,757.44,62,30.47,38,66.36,7.87,22020,67020
34203,9/2/2016 12:00:00 AM,09:30:03,773.93,62,30.47,38,49.55,6.75,22020,67020
34504,9/2/2016 12:00:00 AM,09:35:04,789.38,62,30.47,33,27.14,5.62,22020,67020
34803,9/2/2016 12:00:00 AM,09:40:03,803.35,62,30.47,41,354.83,4.5,22020,67020
35104,9/2/2016 12:00:00 AM,09:45:04,819.38,62,30.47,36,12.38,2.25,22020,67020
35404,9/2/2016 12:00:00 AM,09:50:04,832.55,62,30.47,38,72.72,12.37,22020,67020
35706,9/2/2016 12:00:00 AM,09:55:06,846.58,62,30.47,43,74.09,9.0,22020,67020
36007,9/2/2016 12:00:00 AM,10:00:07,857.95,62,30.47,41,89.49,4.5,22020,67020
36303,9/2/2016 12:00:00 AM,10:05:03,872.22,62,30.47,42,29.84,6.75,22020,67020
36603,9/2/2016 12:00:00 AM,10:10:03,885.18,62,30.47,40,79.63,7.87,22020,67020
36906,9/2/2016 12:00:00 AM,10:15:06,896.17,63,30.47,41,71.65,6.75,22020,67020
37206,9/2/2016 12:00:00 AM,10:20:06,910.18,64,30.47,37,183.15,1.12,22020,67020
37506,9/2/2016 12:00:00 AM,10:25:06,922.19,64,30.47,39,72.57,10.12,22020,67020
37803,9/2/2016 12:00:00 AM,10:30:03,930.87,64,30.47,41,109.42,9.0,22020,67020
38105,9/2/2016 12:00:00 AM,10:35:05,943.48,64,30.47,45,14.6,2.25,22020,67020
38405,9/2/2016 12:00:00 AM,10:40:05,953.14,64,30.47,48,43.8,13.5,22020,67020
38705,9/2/2016 12:00:00 AM,10:45:05,963.72,63,30.47,49,31.15,9.0,22020,67020
39006,9/2/2016 12:00:00 AM,10:50:06,972.88,63,30.47,50,27.98,5.62,22020,67020
39303,9/2/2016 12:00:00 AM,10:55:03,981.26,63,30.47,51,15.09,9.0,22020,67020
39607,9/2/2016 12:00:00 AM,11:00:07,990.46,63,30.47,51,358.16,4.5,22020,67020
39905,9/2/2016 12:00:00 AM,11:05:05,994.46,63,30.46,52,350.09,4.5,22020,67020
40205,9/2/2016 12:00:00 AM,11:10:05,1005.39,63,30.46,51,65.61,6.75,22020,67020
40505,9/2/2016 12:00:00 AM,11:15:05,1013.88,64,30.46,51,40.38,4.5,22020,67020
40805,9/2/2016 12:00:00 AM,11:20:05,1019.04,64,30.46,50,29.21,1.12,22020,67020
41109,9/2/2016 12:00:00 AM,11:25:09,1026.27,64,30.46,54,63.37,15.75,22020,67020
41406,9/2/2016 12:00:00 AM,11:30:06,1031.01,64,30.46,54,356.55,6.75,22020,67020
41705,9/2/2016 12:00:00 AM,11:35:05,1039.6,64,30.46,53,84.29,2.25,22020,67020
42002,9/2/2016 12:00:00 AM,11:40:02,1042.62,64,30.46,53,312.47,1.12,22020,67020
42308,9/2/2016 12:00:00 AM,11:45:08,1046.7,64,30.46,50,146.71,5.62,22020,67020
42602,9/2/2016 12:00:00 AM,11:50:02,1050.79,64,30.46,53,56.16,14.62,22020,67020
42904,9/2/2016 12:00:00 AM,11:55:04,1054.54,64,30.46,49,358.48,2.25,22020,67020
43202,9/2/2016 12:00:00 AM,12:00:02,1055.61,64,30.46,49,1.8,3.37,22020,67020
43504,9/2/2016 12:00:00 AM,12:05:04,1057.91,65,30.45,49,91.85,6.75,22020,67020
43805,9/2/2016 12:00:00 AM,12:10:05,1058.03,65,30.46,48,8.77,10.12,22020,67020
44102,9/2/2016 12:00:00 AM,12:15:02,1059.3,65,30.45,49,107.23,4.5,22020,67020
44406,9/2/2016 12:00:00 AM,12:20:06,1060.85,65,30.45,47,71.76,5.62,22020,67020
44705,9/2/2016 12:00:00 AM,12:25:05,1062.01,65,30.45,51,260.51,5.62,22020,67020
45004,9/2/2016 12:00:00 AM,12:30:04,1059.37,65,30.45,50,22.28,7.87,22020,67020
45303,9/2/2016 12:00:00 AM,12:35:03,1059.79,65,30.45,47,33.55,4.5,22020,67020
45607,9/2/2016 12:00:00 AM,12:40:07,1058.82,65,30.45,44,95.75,5.62,22020,67020
45903,9/2/2016 12:00:00 AM,12:45:03,1054.84,65,30.45,58,30.87,11.25,22020,67020
46203,9/2/2016 12:00:00 AM,12:50:03,1052.69,65,30.45,61,37.12,11.25,22020,67020
46506,9/2/2016 12:00:00 AM,12:55:06,1048.63,64,30.45,61,45.63,13.5,22020,67020
46802,9/2/2016 12:00:00 AM,13:00:02,1027.13,64,30.45,59,32.87,6.75,22020,67020
47105,9/2/2016 12:00:00 AM,13:05:05,1043.28,64,30.45,62,19.91,4.5,22020,67020
47409,9/2/2016 12:00:00 AM,13:10:09,1037.8,64,30.45,63,106.14,5.62,22020,67020
47706,9/2/2016 12:00:00 AM,13:15:06,1029.84,64,30.45,65,349.59,7.87,22020,67020
48008,9/2/2016 12:00:00 AM,13:20:08,1031.59,64,30.45,68,49.08,14.62,22020,67020
48304,9/2/2016 12:00:00 AM,13:25:04,1024.83,63,30.44,70,330.64,4.5,22020,67020
48604,9/2/2016 12:00:00 AM,13:30:04,1018.05,63,30.45,70,180.2,4.5,22020,67020
48905,9/2/2016 12:00:00 AM,13:35:05,1011.23,63,30.44,69,87.96,7.87,22020,67020
49202,9/2/2016 12:00:00 AM,13:40:02,999.87,63,30.44,70,57.47,6.75,22020,67020
49505,9/2/2016 12:00:00 AM,13:45:05,993.41,63,30.44,67,22.94,5.62,22020,67020
49808,9/2/2016 12:00:00 AM,13:50:08,988.77,63,30.44,70,17.75,16.87,22020,67020
50107,9/2/2016 12:00:00 AM,13:55:07,978.68,62,30.44,70,108.21,10.12,22020,67020
50409,9/2/2016 12:00:00 AM,14:00:09,966.7,62,30.45,71,25.43,10.12,22020,67020
50704,9/2/2016 12:00:00 AM,14:05:04,955.95,63,30.44,71,358.43,5.62,22020,67020
51004,9/2/2016 12:00:00 AM,14:10:04,943.36,63,30.44,71,350.96,4.5,22020,67020
51304,9/2/2016 12:00:00 AM,14:15:04,931.96,63,30.44,72,1.41,13.5,22020,67020
51902,9/2/2016 12:00:00 AM,14:25:02,909.25,63,30.44,66,4.84,5.62,22020,67020
52204,9/2/2016 12:00:00 AM,14:30:04,895.73,63,30.44,68,39.77,12.37,22020,67020
52805,9/2/2016 12:00:00 AM,14:40:05,879.59,63,30.44,69,54.78,11.25,22020,67020
53102,9/2/2016 12:00:00 AM,14:45:02,873.71,63,30.44,70,16.71,9.0,22020,67020
53404,9/2/2016 12:00:00 AM,14:50:04,904.94,62,30.44,73,46.03,15.75,22020,67020
53705,9/2/2016 12:00:00 AM,14:55:05,939.55,62,30.44,73,31.93,13.5,22020,67020
54009,9/2/2016 12:00:00 AM,15:00:09,331.24,62,30.44,75,75.17,6.75,22020,67020
54309,9/2/2016 12:00:00 AM,15:05:09,840.74,62,30.44,77,1.75,5.62,22020,67020
54602,9/2/2016 12:00:00 AM,15:10:02,426.45,62,30.44,75,18.02,10.12,22020,67020
54905,9/2/2016 12:00:00 AM,15:15:05,913.08,62,30.44,74,140.78,6.75,22020,67020
55206,9/2/2016 12:00:00 AM,15:20:06,262.72,62,30.44,78,31.55,10.12,22020,67020
55502,9/2/2016 12:00:00 AM,15:25:02,854.21,61,30.43,79,46.83,5.62,22020,67020
55812,9/2/2016 12:00:00 AM,15:30:12,730.96,62,30.44,74,63.73,5.62,22020,67020
56103,9/2/2016 12:00:00 AM,15:35:03,727.93,62,30.44,73,28.46,1.12,22020,67020
56405,9/2/2016 12:00:00 AM,15:40:05,749.09,62,30.43,73,64.1,7.87,22020,67020
56710,9/2/2016 12:00:00 AM,15:45:10,206.12,62,30.43,73,59.9,9.0,22020,67020
57007,9/2/2016 12:00:00 AM,15:50:07,723.78,63,30.43,76,30.57,6.75,22020,67020
57304,9/2/2016 12:00:00 AM,15:55:04,723.83,62,30.43,78,18.48,5.62,22020,67020
57606,9/2/2016 12:00:00 AM,16:00:06,630.46,62,30.43,76,36.4,11.25,22020,67020
57903,9/2/2016 12:00:00 AM,16:05:03,595.72,62,30.43,75,62.97,7.87,22020,67020
58203,9/2/2016 12:00:00 AM,16:10:03,573.62,62,30.43,75,90.55,6.75,22020,67020
58502,9/2/2016 12:00:00 AM,16:15:02,554.73,62,30.43,73,56.2,5.62,22020,67020
58807,9/2/2016 12:00:00 AM,16:20:07,611.72,62,30.43,76,50.26,3.37,22020,67020
59104,9/2/2016 12:00:00 AM,16:25:04,146.46,62,30.44,76,20.63,5.62,22020,67020
59402,9/2/2016 12:00:00 AM,16:30:02,633.9,61,30.44,77,33.18,4.5,22020,67020
59706,9/2/2016 12:00:00 AM,16:35:06,151.68,61,30.44,80,13.61,4.5,22020,67020
60003,9/2/2016 12:00:00 AM,16:40:03,219.95,61,30.43,79,4.88,2.25,22020,67020
60308,9/2/2016 12:00:00 AM,16:45:08,441.23,61,30.43,80,14.27,3.37,22020,67020
60608,9/2/2016 12:00:00 AM,16:50:08,207.71,60,30.43,83,34.93,7.87,22020,67020
60907,9/2/2016 12:00:00 AM,16:55:07,560.97,60,30.43,84,84.29,3.37,22020,67020
61205,9/2/2016 12:00:00 AM,17:00:05,97.99,59,30.44,85,335.04,6.75,22020,67020
61503,9/2/2016 12:00:00 AM,17:05:03,397.01,59,30.44,84,31.93,3.37,22020,67020
61803,9/2/2016 12:00:00 AM,17:10:03,326.75,59,30.44,85,35.59,5.62,22020,67020
62103,9/2/2016 12:00:00 AM,17:15:03,383.31,59,30.44,84,58.27,3.37,22020,67020
62404,9/2/2016 12:00:00 AM,17:20:04,366.48,59,30.44,84,41.92,4.5,22020,67020
62704,9/2/2016 12:00:00 AM,17:25:04,113.1,59,30.44,81,85.49,3.37,22020,67020
63005,9/2/2016 12:00:00 AM,17:30:05,276.47,59,30.44,82,84.19,4.5,22020,67020
63324,9/2/2016 12:00:00 AM,17:35:24,273.94,60,30.44,82,20.4,3.37,22020,67020
63609,9/2/2016 12:00:00 AM,17:40:09,329.62,60,30.44,83,16.84,4.5,22020,67020
63904,9/2/2016 12:00:00 AM,17:45:04,161.93,60,30.44,84,62.97,5.62,22020,67020
64205,9/2/2016 12:00:00 AM,17:50:05,125.13,59,30.44,83,151.28,3.37,22020,67020
64505,9/2/2016 12:00:00 AM,17:55:05,111.68,59,30.44,85,93.99,4.5,22020,67020
64806,9/2/2016 12:00:00 AM,18:00:06,81.22,58,30.44,84,151.7,3.37,22020,67020
65106,9/2/2016 12:00:00 AM,18:05:06,64.89,58,30.44,85,128.54,5.62,22020,67020
65408,9/2/2016 12:00:00 AM,18:10:08,63.67,59,30.44,84,81.58,5.62,22020,67020
65704,9/2/2016 12:00:00 AM,18:15:04,71.77,58,30.44,85,121.84,4.5,22020,67020
66006,9/2/2016 12:00:00 AM,18:20:06,39.1,59,30.45,84,93.97,1.12,22020,67020
66304,9/2/2016 12:00:00 AM,18:25:04,46.53,58,30.45,85,70.67,5.62,22020,67020
66604,9/2/2016 12:00:00 AM,18:30:04,55.73,58,30.45,86,119.84,1.12,22020,67020
66906,9/2/2016 12:00:00 AM,18:35:06,8.55,58,30.45,88,80.89,1.12,22020,67020
67205,9/2/2016 12:00:00 AM,18:40:05,4.05,57,30.45,91,88.16,3.37,22020,67020
67508,9/2/2016 12:00:00 AM,18:45:08,2.98,57,30.45,93,58.35,4.5,22020,67020
67810,9/2/2016 12:00:00 AM,18:50:10,2.38,56,30.45,95,61.95,4.5,22020,67020
68108,9/2/2016 12:00:00 AM,18:55:08,2.33,56,30.45,96,68.08,4.5,22020,67020
68407,9/2/2016 12:00:00 AM,19:00:07,2.25,55,30.45,97,69.42,3.37,22020,67020
68705,9/2/2016 12:00:00 AM,19:05:05,2.45,55,30.45,97,64.35,3.37,22020,67020
69005,9/2/2016 12:00:00 AM,19:10:05,2.34,55,30.45,98,97.68,3.37,22020,67020
69304,9/2/2016 12:00:00 AM,19:15:04,1.95,55,30.45,98,126.89,4.5,22020,67020
69607,9/2/2016 12:00:00 AM,19:20:07,3.44,55,30.45,99,89.7,4.5,22020,67020
69903,9/2/2016 12:00:00 AM,19:25:03,3.45,55,30.45,99,122.05,3.37,22020,67020
70205,9/2/2016 12:00:00 AM,19:30:05,3.17,55,30.45,99,1.85,2.25,22020,67020
70505,9/2/2016 12:00:00 AM,19:35:05,3.04,55,30.45,99,61.51,9.0,22020,67020
70803,9/2/2016 12:00:00 AM,19:40:03,3.07,55,30.45,99,41.29,4.5,22020,67020
71110,9/2/2016 12:00:00 AM,19:45:10,2.93,55,30.45,100,82.88,2.25,22020,67020
71404,9/2/2016 12:00:00 AM,19:50:04,2.75,54,30.45,100,63.32,1.12,22020,67020
71709,9/2/2016 12:00:00 AM,19:55:09,2.5,54,30.45,100,37.6,5.62,22020,67020
72004,9/2/2016 12:00:00 AM,20:00:04,2.31,55,30.45,100,105.88,4.5,22020,67020
72307,9/2/2016 12:00:00 AM,20:05:07,2.56,54,30.46,100,75.43,3.37,22020,67020
72603,9/2/2016 12:00:00 AM,20:10:03,2.59,54,30.46,100,66.1,3.37,22020,67020
72906,9/2/2016 12:00:00 AM,20:15:06,2.87,54,30.46,100,94.14,4.5,22020,67020
73204,9/2/2016 12:00:00 AM,20:20:04,2.89,54,30.46,100,68.9,2.25,22020,67020
73504,9/2/2016 12:00:00 AM,20:25:04,2.93,54,30.46,100,72.97,5.62,22020,67020
73805,9/2/2016 12:00:00 AM,20:30:05,2.81,54,30.46,100,70.4,2.25,22020,67020
74103,9/2/2016 12:00:00 AM,20:35:03,2.77,54,30.46,100,6.69,2.25,22020,67020
74406,9/2/2016 12:00:00 AM,20:40:06,2.59,54,30.46,100,84.31,1.12,22020,67020
74709,9/2/2016 12:00:00 AM,20:45:09,2.42,53,30.46,100,142.16,6.75,22020,67020
75006,9/2/2016 12:00:00 AM,20:50:06,2.41,53,30.46,101,149.48,1.12,22020,67020
75302,9/2/2016 12:00:00 AM,20:55:02,2.54,53,30.46,101,142.9,1.12,22020,67020
75605,9/2/2016 12:00:00 AM,21:00:05,2.45,53,30.46,101,150.4,6.75,22020,67020
75907,9/2/2016 12:00:00 AM,21:05:07,1.89,53,30.46,101,153.54,7.87,22020,67020
76204,9/2/2016 12:00:00 AM,21:10:04,1.9,53,30.46,101,159.11,4.5,22020,67020
76506,9/2/2016 12:00:00 AM,21:15:06,1.95,54,30.46,101,145.7,6.75,22020,67020
76808,9/2/2016 12:00:00 AM,21:20:08,1.67,54,30.46,101,152.6,3.37,22020,67020
77103,9/2/2016 12:00:00 AM,21:25:03,2.17,54,30.47,101,129.56,4.5,22020,67020
77405,9/2/2016 12:00:00 AM,21:30:05,1.85,54,30.47,101,100.16,5.62,22020,67020
77711,9/2/2016 12:00:00 AM,21:35:11,1.79,54,30.46,101,116.62,5.62,22020,67020
78002,9/2/2016 12:00:00 AM,21:40:02,1.99,54,30.46,101,108.21,6.75,22020,67020
78304,9/2/2016 12:00:00 AM,21:45:04,2.84,54,30.46,101,150.67,6.75,22020,67020
78605,9/2/2016 12:00:00 AM,21:50:05,1.79,53,30.46,101,154.92,7.87,22020,67020
78907,9/2/2016 12:00:00 AM,21:55:07,1.72,53,30.46,101,164.58,9.0,22020,67020
79203,9/2/2016 12:00:00 AM,22:00:03,2.08,53,30.46,101,139.16,4.5,22020,67020
79510,9/2/2016 12:00:00 AM,22:05:10,1.86,53,30.46,100,153.52,3.37,22020,67020
79810,9/2/2016 12:00:00 AM,22:10:10,1.93,53,30.46,100,106.72,3.37,22020,67020
80106,9/2/2016 12:00:00 AM,22:15:06,1.86,53,30.46,100,180.47,3.37,22020,67020
80402,9/2/2016 12:00:00 AM,22:20:02,2.02,53,30.46,99,131.09,3.37,22020,67020
80705,9/2/2016 12:00:00 AM,22:25:05,2.27,53,30.46,99,78.28,5.62,22020,67020
81005,9/2/2016 12:00:00 AM,22:30:05,1.93,53,30.46,99,133.96,3.37,22020,67020
81304,9/2/2016 12:00:00 AM,22:35:04,2.32,53,30.46,99,125.28,0.0,22020,67020
81603,9/2/2016 12:00:00 AM,22:40:03,2.8,53,30.46,99,122.1,2.25,22020,67020
81903,9/2/2016 12:00:00 AM,22:45:03,3.19,53,30.46,99,92.95,3.37,22020,67020
82204,9/2/2016 12:00:00 AM,22:50:04,2.92,53,30.46,99,125.75,4.5,22020,67020
82505,9/2/2016 12:00:00 AM,22:55:05,2.75,53,30.46,99,189.13,3.37,22020,67020
82807,9/2/2016 12:00:00 AM,23:00:07,2.66,53,30.46,99,144.3,4.5,22020,67020
83102,9/2/2016 12:00:00 AM,23:05:02,2.76,53,30.46,99,157.36,6.75,22020,67020
83403,9/2/2016 12:00:00 AM,23:10:03,2.85,53,30.45,99,176.24,5.62,22020,67020
83705,9/2/2016 12:00:00 AM,23:15:05,3.27,52,30.45,99,118.47,6.75,22020,67020
84006,9/2/2016 12:00:00 AM,23:20:06,3.34,53,30.45,99,113.9,0.0,22020,67020
84305,9/2/2016 12:00:00 AM,23:25:05,2.64,53,30.45,99,165.25,3.37,22020,67020
84602,9/2/2016 12:00:00 AM,23:30:02,2.66,53,30.45,98,148.44,6.75,22020,67020
84903,9/2/2016 12:00:00 AM,23:35:03,2.59,53,30.45,98,155.45,4.5,22020,67020
85203,9/2/2016 12:00:00 AM,23:40:03,3.03,53,30.45,98,135.92,5.62,22020,67020
85503,9/2/2016 12:00:00 AM,23:45:03,2.56,53,30.45,98,159.27,4.5,22020,67020
85807,9/2/2016 12:00:00 AM,23:50:07,2.21,53,30.45,98,139.0,4.5,22020,67020
86106,9/2/2016 12:00:00 AM,23:55:06,2.06,53,30.45,98,150.52,5.62,22020,67020
4,9/3/2016 12:00:00 AM,00:00:04,2.01,53,30.45,98,149.37,4.5,22080,66960
306,9/3/2016 12:00:00 AM,00:05:06,2.25,53,30.45,97,151.71,5.62,22080,66960
905,9/3/2016 12:00:00 AM,00:15:05,1.85,52,30.44,97,166.45,4.5,22080,66960
1206,9/3/2016 12:00:00 AM,00:20:06,1.8,52,30.44,97,150.87,5.62,22080,66960
2106,9/3/2016 12:00:00 AM,00:35:06,1.7,53,30.44,97,167.49,7.87,22080,66960
2409,9/3/2016 12:00:00 AM,00:40:09,1.66,53,30.44,97,159.7,4.5,22080,66960
2705,9/3/2016 12:00:00 AM,00:45:05,1.91,53,30.43,97,179.48,5.62,22080,66960
3006,9/3/2016 12:00:00 AM,00:50:06,1.68,53,30.43,97,175.33,5.62,22080,66960
3305,9/3/2016 12:00:00 AM,00:55:05,1.88,53,30.43,97,171.52,6.75,22080,66960
3605,9/3/2016 12:00:00 AM,01:00:05,3.86,53,30.43,97,136.8,2.25,22080,66960
3907,9/3/2016 12:00:00 AM,01:05:07,3.59,53,30.43,97,150.76,4.5,22080,66960
4205,9/3/2016 12:00:00 AM,01:10:05,3.19,53,30.43,96,171.24,4.5,22080,66960
4504,9/3/2016 12:00:00 AM,01:15:04,2.74,53,30.42,96,162.06,5.62,22080,66960
4806,9/3/2016 12:00:00 AM,01:20:06,2.19,52,30.42,96,187.44,3.37,22080,66960
